STATEFP	YEAR	INDICATOR	VALUE	STATE	STATEABBREVIATION
22	2010	Med_AMAT_fac	0	Louisiana	LA
33	2010	Med_AMAT_fac	0	New Hampshire	NH
56	2010	Med_AMAT_fac	0	Wyoming	WY
37	2010	Med_AMAT_fac	0	North Carolina	NC
28	2010	Med_AMAT_fac	0	Mississippi	MS
11	2010	Med_AMAT_fac	0	District of Columbia	DC
05	2010	Med_AMAT_fac	0	Arkansas	AR
41	2010	Med_AMAT_fac	0	Oregon	OR
55	2010	Med_AMAT_fac	0	Wisconsin	WI
44	2010	Med_AMAT_fac	0	Rhode Island	RI
35	2010	Med_AMAT_fac	0	New Mexico	NM
17	2010	Med_AMAT_fac	0	Illinois	IL
26	2010	Med_AMAT_fac	0	Michigan	MI
36	2010	Med_AMAT_fac	0	New York	NY
15	2010	Med_AMAT_fac	0	Hawaii	HI
47	2010	Med_AMAT_fac	0	Tennessee	TN
40	2010	Med_AMAT_fac	0	Oklahoma	OK
21	2010	Med_AMAT_fac	0	Kentucky	KY
39	2010	Med_AMAT_fac	0	Ohio	OH
12	2010	Med_AMAT_fac	0	Florida	FL
29	2010	Med_AMAT_fac	0	Missouri	MO
51	2010	Med_AMAT_fac	0	Virginia	VA
72	2010	Med_AMAT_fac	0	Puerto Rico	PR
31	2010	Med_AMAT_fac	0	Nebraska	NE
24	2009	SA_fac	316	Maryland	MD
04	2009	SA_fac	137	Arizona	AZ
50	2009	SA_fac	36	Vermont	VT
42	2009	SA_fac	438	Pennsylvania	PA
10	2009	SA_fac	34	Delaware	DE
01	2009	SA_fac	92	Alabama	AL
09	2009	SA_fac	158	Connecticut	CT
16	2009	SA_fac	67	Idaho	ID
48	2009	SA_fac	401	Texas	TX
19	2009	SA_fac	84	Iowa	IA
54	2009	SA_fac	62	West Virginia	WV
02	2009	SA_fac	54	Alaska	AK
23	2009	SA_fac	170	Maine	ME
06	2009	SA_fac	1499	California	CA
30	2009	SA_fac	38	Montana	MT
08	2009	SA_fac	368	Colorado	CO
25	2009	SA_fac	227	Massachusetts	MA
20	2009	SA_fac	201	Kansas	KS
32	2009	SA_fac	62	Nevada	NV
13	2009	SA_fac	161	Georgia	GA
53	2009	SA_fac	390	Washington	WA
27	2009	SA_fac	258	Minnesota	MN
00	2009	SA_fac	11261	United States	US
34	2009	SA_fac	278	New Jersey	NJ
49	2009	SA_fac	114	Utah	UT
18	2009	SA_fac	268	Indiana	IN
46	2009	SA_fac	49	South Dakota	SD
45	2009	SA_fac	80	South Carolina	SC
38	2009	SA_fac	56	North Dakota	ND
22	2009	SA_fac	127	Louisiana	LA
33	2009	SA_fac	35	New Hampshire	NH
56	2009	SA_fac	44	Wyoming	WY
37	2009	SA_fac	317	North Carolina	NC
28	2009	SA_fac	77	Mississippi	MS
11	2009	SA_fac	39	District of Columbia	DC
05	2009	SA_fac	41	Arkansas	AR
41	2009	SA_fac	210	Oregon	OR
55	2009	SA_fac	203	Wisconsin	WI
44	2009	SA_fac	48	Rhode Island	RI
35	2009	SA_fac	85	New Mexico	NM
17	2009	SA_fac	566	Illinois	IL
26	2009	SA_fac	452	Michigan	MI
36	2009	SA_fac	880	New York	NY
15	2009	SA_fac	114	Hawaii	HI
47	2009	SA_fac	160	Tennessee	TN
40	2009	SA_fac	141	Oklahoma	OK
21	2009	SA_fac	265	Kentucky	KY
39	2009	SA_fac	337	Ohio	OH
12	2009	SA_fac	477	Florida	FL
29	2009	SA_fac	211	Missouri	MO
51	2009	SA_fac	111	Virginia	VA
72	2009	SA_fac	128	Puerto Rico	PR
31	2009	SA_fac	93	Nebraska	NE
24	2009	SMAT_fac	124	Maryland	MD
04	2009	SMAT_fac	48	Arizona	AZ
50	2009	SMAT_fac	15	Vermont	VT
42	2009	SMAT_fac	97	Pennsylvania	PA
10	2009	SMAT_fac	10	Delaware	DE
01	2009	SMAT_fac	22	Alabama	AL
09	2009	SMAT_fac	51	Connecticut	CT
16	2009	SMAT_fac	5	Idaho	ID
48	2009	SMAT_fac	114	Texas	TX
19	2009	SMAT_fac	8	Iowa	IA
54	2009	SMAT_fac	20	West Virginia	WV
02	2009	SMAT_fac	6	Alaska	AK
23	2009	SMAT_fac	42	Maine	ME
06	2009	SMAT_fac	275	California	CA
30	2009	SMAT_fac	5	Montana	MT
08	2009	SMAT_fac	19	Colorado	CO
25	2009	SMAT_fac	85	Massachusetts	MA
20	2009	SMAT_fac	12	Kansas	KS
32	2009	SMAT_fac	12	Nevada	NV
13	2009	SMAT_fac	61	Georgia	GA
53	2009	SMAT_fac	39	Washington	WA
27	2009	SMAT_fac	34	Minnesota	MN
00	2009	SMAT_fac	2312	United States	US
34	2009	SMAT_fac	67	New Jersey	NJ
49	2009	SMAT_fac	26	Utah	UT
18	2009	SMAT_fac	37	Indiana	IN
46	2009	SMAT_fac	2	South Dakota	SD
45	2009	SMAT_fac	23	South Carolina	SC
38	2009	SMAT_fac	3	North Dakota	ND
22	2009	SMAT_fac	21	Louisiana	LA
33	2009	SMAT_fac	12	New Hampshire	NH
56	2009	SMAT_fac	4	Wyoming	WY
37	2009	SMAT_fac	56	North Carolina	NC
28	2009	SMAT_fac	9	Mississippi	MS
11	2009	SMAT_fac	11	District of Columbia	DC
05	2009	SMAT_fac	8	Arkansas	AR
41	2009	SMAT_fac	33	Oregon	OR
55	2009	SMAT_fac	50	Wisconsin	WI
44	2009	SMAT_fac	20	Rhode Island	RI
35	2009	SMAT_fac	14	New Mexico	NM
17	2009	SMAT_fac	99	Illinois	IL
26	2009	SMAT_fac	87	Michigan	MI
36	2009	SMAT_fac	349	New York	NY
15	2009	SMAT_fac	7	Hawaii	HI
47	2009	SMAT_fac	28	Tennessee	TN
40	2009	SMAT_fac	13	Oklahoma	OK
21	2009	SMAT_fac	25	Kentucky	KY
39	2009	SMAT_fac	55	Ohio	OH
12	2009	SMAT_fac	75	Florida	FL
29	2009	SMAT_fac	13	Missouri	MO
51	2009	SMAT_fac	42	Virginia	VA
72	2009	SMAT_fac	13	Puerto Rico	PR
31	2009	SMAT_fac	5	Nebraska	NE
24	2009	TMAT_fac	29	Maryland	MD
04	2009	TMAT_fac	11	Arizona	AZ
50	2009	TMAT_fac	4	Vermont	VT
42	2009	TMAT_fac	18	Pennsylvania	PA
10	2009	TMAT_fac	6	Delaware	DE
01	2009	TMAT_fac	10	Alabama	AL
09	2009	TMAT_fac	17	Connecticut	CT
16	2009	TMAT_fac	0	Idaho	ID
48	2009	TMAT_fac	19	Texas	TX
19	2009	TMAT_fac	3	Iowa	IA
54	2009	TMAT_fac	7	West Virginia	WV
02	2009	TMAT_fac	1	Alaska	AK
23	2009	TMAT_fac	5	Maine	ME
06	2009	TMAT_fac	53	California	CA
30	2009	TMAT_fac	0	Montana	MT
08	2009	TMAT_fac	4	Colorado	CO
25	2009	TMAT_fac	20	Massachusetts	MA
20	2009	TMAT_fac	2	Kansas	KS
32	2009	TMAT_fac	6	Nevada	NV
13	2009	TMAT_fac	10	Georgia	GA
53	2009	TMAT_fac	6	Washington	WA
27	2009	TMAT_fac	9	Minnesota	MN
00	2009	TMAT_fac	481	United States	US
34	2009	TMAT_fac	16	New Jersey	NJ
49	2009	TMAT_fac	9	Utah	UT
18	2009	TMAT_fac	7	Indiana	IN
46	2009	TMAT_fac	0	South Dakota	SD
45	2009	TMAT_fac	9	South Carolina	SC
38	2009	TMAT_fac	0	North Dakota	ND
22	2009	TMAT_fac	4	Louisiana	LA
33	2009	TMAT_fac	5	New Hampshire	NH
56	2009	TMAT_fac	0	Wyoming	WY
37	2009	TMAT_fac	11	North Carolina	NC
28	2009	TMAT_fac	1	Mississippi	MS
11	2009	TMAT_fac	5	District of Columbia	DC
05	2009	TMAT_fac	1	Arkansas	AR
41	2009	TMAT_fac	8	Oregon	OR
55	2009	TMAT_fac	9	Wisconsin	WI
44	2009	TMAT_fac	5	Rhode Island	RI
35	2009	TMAT_fac	3	New Mexico	NM
17	2009	TMAT_fac	12	Illinois	IL
26	2009	TMAT_fac	19	Michigan	MI
36	2009	TMAT_fac	61	New York	NY
15	2009	TMAT_fac	1	Hawaii	HI
47	2009	TMAT_fac	2	Tennessee	TN
40	2009	TMAT_fac	2	Oklahoma	OK
21	2009	TMAT_fac	4	Kentucky	KY
39	2009	TMAT_fac	5	Ohio	OH
12	2009	TMAT_fac	27	Florida	FL
29	2009	TMAT_fac	1	Missouri	MO
51	2009	TMAT_fac	11	Virginia	VA
72	2009	TMAT_fac	2	Puerto Rico	PR
31	2009	TMAT_fac	1	Nebraska	NE
24	2009	AMAT_fac	0	Maryland	MD
04	2009	AMAT_fac	0	Arizona	AZ
50	2009	AMAT_fac	0	Vermont	VT
42	2009	AMAT_fac	0	Pennsylvania	PA
10	2009	AMAT_fac	0	Delaware	DE
01	2009	AMAT_fac	0	Alabama	AL
09	2009	AMAT_fac	0	Connecticut	CT
16	2009	AMAT_fac	0	Idaho	ID
48	2009	AMAT_fac	0	Texas	TX
19	2009	AMAT_fac	0	Iowa	IA
54	2009	AMAT_fac	0	West Virginia	WV
02	2009	AMAT_fac	0	Alaska	AK
23	2009	AMAT_fac	0	Maine	ME
06	2009	AMAT_fac	0	California	CA
30	2009	AMAT_fac	0	Montana	MT
08	2009	AMAT_fac	0	Colorado	CO
25	2009	AMAT_fac	0	Massachusetts	MA
20	2009	AMAT_fac	0	Kansas	KS
32	2009	AMAT_fac	0	Nevada	NV
13	2009	AMAT_fac	0	Georgia	GA
53	2009	AMAT_fac	0	Washington	WA
27	2009	AMAT_fac	0	Minnesota	MN
00	2009	AMAT_fac	0	United States	US
34	2009	AMAT_fac	0	New Jersey	NJ
49	2009	AMAT_fac	0	Utah	UT
18	2009	AMAT_fac	0	Indiana	IN
46	2009	AMAT_fac	0	South Dakota	SD
45	2009	AMAT_fac	0	South Carolina	SC
38	2009	AMAT_fac	0	North Dakota	ND
22	2009	AMAT_fac	0	Louisiana	LA
33	2009	AMAT_fac	0	New Hampshire	NH
56	2009	AMAT_fac	0	Wyoming	WY
37	2009	AMAT_fac	0	North Carolina	NC
28	2009	AMAT_fac	0	Mississippi	MS
11	2009	AMAT_fac	0	District of Columbia	DC
05	2009	AMAT_fac	0	Arkansas	AR
41	2009	AMAT_fac	0	Oregon	OR
55	2009	AMAT_fac	0	Wisconsin	WI
44	2009	AMAT_fac	0	Rhode Island	RI
35	2009	AMAT_fac	0	New Mexico	NM
17	2009	AMAT_fac	0	Illinois	IL
26	2009	AMAT_fac	0	Michigan	MI
36	2009	AMAT_fac	0	New York	NY
15	2009	AMAT_fac	0	Hawaii	HI
47	2009	AMAT_fac	0	Tennessee	TN
40	2009	AMAT_fac	0	Oklahoma	OK
21	2009	AMAT_fac	0	Kentucky	KY
39	2009	AMAT_fac	0	Ohio	OH
12	2009	AMAT_fac	0	Florida	FL
29	2009	AMAT_fac	0	Missouri	MO
51	2009	AMAT_fac	0	Virginia	VA
72	2009	AMAT_fac	0	Puerto Rico	PR
31	2009	AMAT_fac	0	Nebraska	NE
24	2009	Med_SA_fac	162	Maryland	MD
04	2009	Med_SA_fac	67	Arizona	AZ
50	2009	Med_SA_fac	34	Vermont	VT
42	2009	Med_SA_fac	329	Pennsylvania	PA
10	2009	Med_SA_fac	21	Delaware	DE
01	2009	Med_SA_fac	39	Alabama	AL
09	2009	Med_SA_fac	113	Connecticut	CT
16	2009	Med_SA_fac	22	Idaho	ID
48	2009	Med_SA_fac	127	Texas	TX
19	2009	Med_SA_fac	80	Iowa	IA
54	2009	Med_SA_fac	46	West Virginia	WV
02	2009	Med_SA_fac	40	Alaska	AK
23	2009	Med_SA_fac	136	Maine	ME
06	2009	Med_SA_fac	367	California	CA
30	2009	Med_SA_fac	32	Montana	MT
08	2009	Med_SA_fac	130	Colorado	CO
25	2009	Med_SA_fac	136	Massachusetts	MA
20	2009	Med_SA_fac	138	Kansas	KS
32	2009	Med_SA_fac	26	Nevada	NV
13	2009	Med_SA_fac	84	Georgia	GA
53	2009	Med_SA_fac	213	Washington	WA
27	2009	Med_SA_fac	103	Minnesota	MN
00	2009	Med_SA_fac	5969	United States	US
34	2009	Med_SA_fac	128	New Jersey	NJ
49	2009	Med_SA_fac	59	Utah	UT
18	2009	Med_SA_fac	158	Indiana	IN
46	2009	Med_SA_fac	38	South Dakota	SD
45	2009	Med_SA_fac	48	South Carolina	SC
38	2009	Med_SA_fac	25	North Dakota	ND
22	2009	Med_SA_fac	32	Louisiana	LA
33	2009	Med_SA_fac	18	New Hampshire	NH
56	2009	Med_SA_fac	30	Wyoming	WY
37	2009	Med_SA_fac	205	North Carolina	NC
28	2009	Med_SA_fac	50	Mississippi	MS
11	2009	Med_SA_fac	11	District of Columbia	DC
05	2009	Med_SA_fac	14	Arkansas	AR
41	2009	Med_SA_fac	143	Oregon	OR
55	2009	Med_SA_fac	140	Wisconsin	WI
44	2009	Med_SA_fac	41	Rhode Island	RI
35	2009	Med_SA_fac	56	New Mexico	NM
17	2009	Med_SA_fac	270	Illinois	IL
26	2009	Med_SA_fac	298	Michigan	MI
36	2009	Med_SA_fac	753	New York	NY
15	2009	Med_SA_fac	19	Hawaii	HI
47	2009	Med_SA_fac	85	Tennessee	TN
40	2009	Med_SA_fac	89	Oklahoma	OK
21	2009	Med_SA_fac	115	Kentucky	KY
39	2009	Med_SA_fac	288	Ohio	OH
12	2009	Med_SA_fac	160	Florida	FL
29	2009	Med_SA_fac	112	Missouri	MO
51	2009	Med_SA_fac	62	Virginia	VA
72	2009	Med_SA_fac	8	Puerto Rico	PR
31	2009	Med_SA_fac	69	Nebraska	NE
24	2009	Med_SMAT_fac	86	Maryland	MD
04	2009	Med_SMAT_fac	25	Arizona	AZ
50	2009	Med_SMAT_fac	15	Vermont	VT
42	2009	Med_SMAT_fac	75	Pennsylvania	PA
10	2009	Med_SMAT_fac	6	Delaware	DE
01	2009	Med_SMAT_fac	2	Alabama	AL
09	2009	Med_SMAT_fac	43	Connecticut	CT
16	2009	Med_SMAT_fac	3	Idaho	ID
48	2009	Med_SMAT_fac	23	Texas	TX
19	2009	Med_SMAT_fac	5	Iowa	IA
54	2009	Med_SMAT_fac	10	West Virginia	WV
02	2009	Med_SMAT_fac	5	Alaska	AK
23	2009	Med_SMAT_fac	35	Maine	ME
06	2009	Med_SMAT_fac	119	California	CA
30	2009	Med_SMAT_fac	4	Montana	MT
08	2009	Med_SMAT_fac	10	Colorado	CO
25	2009	Med_SMAT_fac	73	Massachusetts	MA
20	2009	Med_SMAT_fac	8	Kansas	KS
32	2009	Med_SMAT_fac	10	Nevada	NV
13	2009	Med_SMAT_fac	20	Georgia	GA
53	2009	Med_SMAT_fac	22	Washington	WA
27	2009	Med_SMAT_fac	11	Minnesota	MN
00	2009	Med_SMAT_fac	1413	United States	US
34	2009	Med_SMAT_fac	43	New Jersey	NJ
49	2009	Med_SMAT_fac	15	Utah	UT
18	2009	Med_SMAT_fac	19	Indiana	IN
46	2009	Med_SMAT_fac	2	South Dakota	SD
45	2009	Med_SMAT_fac	7	South Carolina	SC
38	2009	Med_SMAT_fac	2	North Dakota	ND
22	2009	Med_SMAT_fac	4	Louisiana	LA
33	2009	Med_SMAT_fac	9	New Hampshire	NH
56	2009	Med_SMAT_fac	2	Wyoming	WY
37	2009	Med_SMAT_fac	36	North Carolina	NC
28	2009	Med_SMAT_fac	5	Mississippi	MS
11	2009	Med_SMAT_fac	4	District of Columbia	DC
05	2009	Med_SMAT_fac	1	Arkansas	AR
41	2009	Med_SMAT_fac	21	Oregon	OR
55	2009	Med_SMAT_fac	36	Wisconsin	WI
44	2009	Med_SMAT_fac	16	Rhode Island	RI
35	2009	Med_SMAT_fac	8	New Mexico	NM
17	2009	Med_SMAT_fac	60	Illinois	IL
26	2009	Med_SMAT_fac	55	Michigan	MI
36	2009	Med_SMAT_fac	330	New York	NY
15	2009	Med_SMAT_fac	5	Hawaii	HI
47	2009	Med_SMAT_fac	9	Tennessee	TN
40	2009	Med_SMAT_fac	6	Oklahoma	OK
21	2009	Med_SMAT_fac	14	Kentucky	KY
39	2009	Med_SMAT_fac	48	Ohio	OH
12	2009	Med_SMAT_fac	20	Florida	FL
29	2009	Med_SMAT_fac	5	Missouri	MO
51	2009	Med_SMAT_fac	19	Virginia	VA
72	2009	Med_SMAT_fac	0	Puerto Rico	PR
31	2009	Med_SMAT_fac	2	Nebraska	NE
24	2009	Med_TMAT_fac	22	Maryland	MD
04	2009	Med_TMAT_fac	6	Arizona	AZ
50	2009	Med_TMAT_fac	4	Vermont	VT
42	2009	Med_TMAT_fac	15	Pennsylvania	PA
10	2009	Med_TMAT_fac	4	Delaware	DE
01	2009	Med_TMAT_fac	0	Alabama	AL
09	2009	Med_TMAT_fac	15	Connecticut	CT
16	2009	Med_TMAT_fac	0	Idaho	ID
48	2009	Med_TMAT_fac	1	Texas	TX
19	2009	Med_TMAT_fac	0	Iowa	IA
54	2009	Med_TMAT_fac	0	West Virginia	WV
02	2009	Med_TMAT_fac	1	Alaska	AK
23	2009	Med_TMAT_fac	5	Maine	ME
06	2009	Med_TMAT_fac	35	California	CA
30	2009	Med_TMAT_fac	0	Montana	MT
08	2009	Med_TMAT_fac	3	Colorado	CO
25	2009	Med_TMAT_fac	18	Massachusetts	MA
20	2009	Med_TMAT_fac	2	Kansas	KS
32	2009	Med_TMAT_fac	4	Nevada	NV
13	2009	Med_TMAT_fac	1	Georgia	GA
53	2009	Med_TMAT_fac	1	Washington	WA
27	2009	Med_TMAT_fac	2	Minnesota	MN
00	2009	Med_TMAT_fac	275	United States	US
34	2009	Med_TMAT_fac	12	New Jersey	NJ
49	2009	Med_TMAT_fac	5	Utah	UT
18	2009	Med_TMAT_fac	1	Indiana	IN
46	2009	Med_TMAT_fac	0	South Dakota	SD
45	2009	Med_TMAT_fac	1	South Carolina	SC
38	2009	Med_TMAT_fac	0	North Dakota	ND
22	2009	Med_TMAT_fac	0	Louisiana	LA
33	2009	Med_TMAT_fac	4	New Hampshire	NH
56	2009	Med_TMAT_fac	0	Wyoming	WY
37	2009	Med_TMAT_fac	4	North Carolina	NC
28	2009	Med_TMAT_fac	0	Mississippi	MS
11	2009	Med_TMAT_fac	2	District of Columbia	DC
05	2009	Med_TMAT_fac	0	Arkansas	AR
41	2009	Med_TMAT_fac	4	Oregon	OR
55	2009	Med_TMAT_fac	9	Wisconsin	WI
44	2009	Med_TMAT_fac	2	Rhode Island	RI
35	2009	Med_TMAT_fac	2	New Mexico	NM
17	2009	Med_TMAT_fac	3	Illinois	IL
26	2009	Med_TMAT_fac	14	Michigan	MI
36	2009	Med_TMAT_fac	59	New York	NY
15	2009	Med_TMAT_fac	1	Hawaii	HI
47	2009	Med_TMAT_fac	0	Tennessee	TN
40	2009	Med_TMAT_fac	0	Oklahoma	OK
21	2009	Med_TMAT_fac	0	Kentucky	KY
39	2009	Med_TMAT_fac	4	Ohio	OH
12	2009	Med_TMAT_fac	8	Florida	FL
29	2009	Med_TMAT_fac	0	Missouri	MO
51	2009	Med_TMAT_fac	1	Virginia	VA
72	2009	Med_TMAT_fac	0	Puerto Rico	PR
31	2009	Med_TMAT_fac	0	Nebraska	NE
24	2009	Med_AMAT_fac	0	Maryland	MD
04	2009	Med_AMAT_fac	0	Arizona	AZ
50	2009	Med_AMAT_fac	0	Vermont	VT
42	2009	Med_AMAT_fac	0	Pennsylvania	PA
10	2009	Med_AMAT_fac	0	Delaware	DE
01	2009	Med_AMAT_fac	0	Alabama	AL
09	2009	Med_AMAT_fac	0	Connecticut	CT
16	2009	Med_AMAT_fac	0	Idaho	ID
48	2009	Med_AMAT_fac	0	Texas	TX
19	2009	Med_AMAT_fac	0	Iowa	IA
54	2009	Med_AMAT_fac	0	West Virginia	WV
02	2009	Med_AMAT_fac	0	Alaska	AK
23	2009	Med_AMAT_fac	0	Maine	ME
06	2009	Med_AMAT_fac	0	California	CA
30	2009	Med_AMAT_fac	0	Montana	MT
08	2009	Med_AMAT_fac	0	Colorado	CO
25	2009	Med_AMAT_fac	0	Massachusetts	MA
20	2009	Med_AMAT_fac	0	Kansas	KS
32	2009	Med_AMAT_fac	0	Nevada	NV
13	2009	Med_AMAT_fac	0	Georgia	GA
53	2009	Med_AMAT_fac	0	Washington	WA
27	2009	Med_AMAT_fac	0	Minnesota	MN
00	2009	Med_AMAT_fac	0	United States	US
34	2009	Med_AMAT_fac	0	New Jersey	NJ
49	2009	Med_AMAT_fac	0	Utah	UT
18	2009	Med_AMAT_fac	0	Indiana	IN
46	2009	Med_AMAT_fac	0	South Dakota	SD
45	2009	Med_AMAT_fac	0	South Carolina	SC
38	2009	Med_AMAT_fac	0	North Dakota	ND
22	2009	Med_AMAT_fac	0	Louisiana	LA
33	2009	Med_AMAT_fac	0	New Hampshire	NH
56	2009	Med_AMAT_fac	0	Wyoming	WY
37	2009	Med_AMAT_fac	0	North Carolina	NC
28	2009	Med_AMAT_fac	0	Mississippi	MS
11	2009	Med_AMAT_fac	0	District of Columbia	DC
05	2009	Med_AMAT_fac	0	Arkansas	AR
41	2009	Med_AMAT_fac	0	Oregon	OR
55	2009	Med_AMAT_fac	0	Wisconsin	WI
44	2009	Med_AMAT_fac	0	Rhode Island	RI
35	2009	Med_AMAT_fac	0	New Mexico	NM
17	2009	Med_AMAT_fac	0	Illinois	IL
26	2009	Med_AMAT_fac	0	Michigan	MI
36	2009	Med_AMAT_fac	0	New York	NY
15	2009	Med_AMAT_fac	0	Hawaii	HI
47	2009	Med_AMAT_fac	0	Tennessee	TN
40	2009	Med_AMAT_fac	0	Oklahoma	OK
21	2009	Med_AMAT_fac	0	Kentucky	KY
39	2009	Med_AMAT_fac	0	Ohio	OH
12	2009	Med_AMAT_fac	0	Florida	FL
29	2009	Med_AMAT_fac	0	Missouri	MO
51	2009	Med_AMAT_fac	0	Virginia	VA
72	2009	Med_AMAT_fac	0	Puerto Rico	PR
31	2009	Med_AMAT_fac	0	Nebraska	NE
24	2016	SA_fac	333	Maryland	MD
04	2016	SA_fac	283	Arizona	AZ
50	2016	SA_fac	39	Vermont	VT
42	2016	SA_fac	471	Pennsylvania	PA
10	2016	SA_fac	33	Delaware	DE
01	2016	SA_fac	124	Alabama	AL
09	2016	SA_fac	180	Connecticut	CT
16	2016	SA_fac	104	Idaho	ID
48	2016	SA_fac	380	Texas	TX
19	2016	SA_fac	131	Iowa	IA
54	2016	SA_fac	90	West Virginia	WV
02	2016	SA_fac	81	Alaska	AK
23	2016	SA_fac	178	Maine	ME
06	2016	SA_fac	1165	California	CA
30	2016	SA_fac	50	Montana	MT
08	2016	SA_fac	350	Colorado	CO
25	2016	SA_fac	279	Massachusetts	MA
20	2016	SA_fac	190	Kansas	KS
32	2016	SA_fac	62	Nevada	NV
13	2016	SA_fac	275	Georgia	GA
53	2016	SA_fac	376	Washington	WA
27	2016	SA_fac	309	Minnesota	MN
00	2016	SA_fac	11712	United States	US
34	2016	SA_fac	299	New Jersey	NJ
49	2016	SA_fac	149	Utah	UT
18	2016	SA_fac	226	Indiana	IN
46	2016	SA_fac	56	South Dakota	SD
45	2016	SA_fac	91	South Carolina	SC
38	2016	SA_fac	56	North Dakota	ND
22	2016	SA_fac	108	Louisiana	LA
33	2016	SA_fac	43	New Hampshire	NH
56	2016	SA_fac	52	Wyoming	WY
37	2016	SA_fac	366	North Carolina	NC
28	2016	SA_fac	72	Mississippi	MS
11	2016	SA_fac	26	District of Columbia	DC
05	2016	SA_fac	60	Arkansas	AR
41	2016	SA_fac	203	Oregon	OR
55	2016	SA_fac	228	Wisconsin	WI
44	2016	SA_fac	46	Rhode Island	RI
35	2016	SA_fac	121	New Mexico	NM
17	2016	SA_fac	598	Illinois	IL
26	2016	SA_fac	415	Michigan	MI
36	2016	SA_fac	780	New York	NY
15	2016	SA_fac	148	Hawaii	HI
47	2016	SA_fac	191	Tennessee	TN
40	2016	SA_fac	148	Oklahoma	OK
21	2016	SA_fac	281	Kentucky	KY
39	2016	SA_fac	310	Ohio	OH
12	2016	SA_fac	522	Florida	FL
29	2016	SA_fac	225	Missouri	MO
51	2016	SA_fac	200	Virginia	VA
72	2016	SA_fac	96	Puerto Rico	PR
31	2016	SA_fac	107	Nebraska	NE
24	2016	SMAT_fac	167	Maryland	MD
04	2016	SMAT_fac	121	Arizona	AZ
50	2016	SMAT_fac	27	Vermont	VT
42	2016	SMAT_fac	226	Pennsylvania	PA
10	2016	SMAT_fac	18	Delaware	DE
01	2016	SMAT_fac	41	Alabama	AL
09	2016	SMAT_fac	103	Connecticut	CT
16	2016	SMAT_fac	22	Idaho	ID
48	2016	SMAT_fac	135	Texas	TX
19	2016	SMAT_fac	38	Iowa	IA
54	2016	SMAT_fac	44	West Virginia	WV
02	2016	SMAT_fac	22	Alaska	AK
23	2016	SMAT_fac	57	Maine	ME
06	2016	SMAT_fac	357	California	CA
30	2016	SMAT_fac	17	Montana	MT
08	2016	SMAT_fac	119	Colorado	CO
25	2016	SMAT_fac	171	Massachusetts	MA
20	2016	SMAT_fac	44	Kansas	KS
32	2016	SMAT_fac	22	Nevada	NV
13	2016	SMAT_fac	100	Georgia	GA
53	2016	SMAT_fac	83	Washington	WA
27	2016	SMAT_fac	90	Minnesota	MN
00	2016	SMAT_fac	4440	United States	US
34	2016	SMAT_fac	133	New Jersey	NJ
49	2016	SMAT_fac	63	Utah	UT
18	2016	SMAT_fac	68	Indiana	IN
46	2016	SMAT_fac	13	South Dakota	SD
45	2016	SMAT_fac	34	South Carolina	SC
38	2016	SMAT_fac	13	North Dakota	ND
22	2016	SMAT_fac	40	Louisiana	LA
33	2016	SMAT_fac	23	New Hampshire	NH
56	2016	SMAT_fac	25	Wyoming	WY
37	2016	SMAT_fac	140	North Carolina	NC
28	2016	SMAT_fac	15	Mississippi	MS
11	2016	SMAT_fac	8	District of Columbia	DC
05	2016	SMAT_fac	16	Arkansas	AR
41	2016	SMAT_fac	52	Oregon	OR
55	2016	SMAT_fac	98	Wisconsin	WI
44	2016	SMAT_fac	34	Rhode Island	RI
35	2016	SMAT_fac	50	New Mexico	NM
17	2016	SMAT_fac	172	Illinois	IL
26	2016	SMAT_fac	123	Michigan	MI
36	2016	SMAT_fac	547	New York	NY
15	2016	SMAT_fac	11	Hawaii	HI
47	2016	SMAT_fac	69	Tennessee	TN
40	2016	SMAT_fac	30	Oklahoma	OK
21	2016	SMAT_fac	54	Kentucky	KY
39	2016	SMAT_fac	135	Ohio	OH
12	2016	SMAT_fac	188	Florida	FL
29	2016	SMAT_fac	108	Missouri	MO
51	2016	SMAT_fac	104	Virginia	VA
72	2016	SMAT_fac	20	Puerto Rico	PR
31	2016	SMAT_fac	28	Nebraska	NE
24	2016	TMAT_fac	103	Maryland	MD
04	2016	TMAT_fac	69	Arizona	AZ
50	2016	TMAT_fac	18	Vermont	VT
42	2016	TMAT_fac	100	Pennsylvania	PA
10	2016	TMAT_fac	12	Delaware	DE
01	2016	TMAT_fac	16	Alabama	AL
09	2016	TMAT_fac	40	Connecticut	CT
16	2016	TMAT_fac	12	Idaho	ID
48	2016	TMAT_fac	64	Texas	TX
19	2016	TMAT_fac	10	Iowa	IA
54	2016	TMAT_fac	30	West Virginia	WV
02	2016	TMAT_fac	10	Alaska	AK
23	2016	TMAT_fac	37	Maine	ME
06	2016	TMAT_fac	193	California	CA
30	2016	TMAT_fac	9	Montana	MT
08	2016	TMAT_fac	44	Colorado	CO
25	2016	TMAT_fac	118	Massachusetts	MA
20	2016	TMAT_fac	11	Kansas	KS
32	2016	TMAT_fac	16	Nevada	NV
13	2016	TMAT_fac	46	Georgia	GA
53	2016	TMAT_fac	49	Washington	WA
27	2016	TMAT_fac	59	Minnesota	MN
00	2016	TMAT_fac	2356	United States	US
34	2016	TMAT_fac	70	New Jersey	NJ
